R屋面角铁名称,L屋面角铁名称,R百页角铁名称,L百页角铁名称,R水沟,L水沟,R水沟T铁,L水沟T铁
G3/19R7H,G3/20L7H,G3/19R2H,G3/20L2H,G3/20R31F,G3/21L32F,G3/20R31G,G3/21L31G
G3/19R8H,G3/20L8H,G3/19R3H,G3/20L3H,G3/20R32F,G3/21L33F,G3/20R32G,G3/21L32G
G3/19R9H,G3/20L9H,G3/19R4H,G3/20L4H,G3/20R33F,G3/21L34F,G3/20R33G,G3/21L33G
G3/19R10H,G3/20L10H,G3/19R5H,G3/20L5H,G3/20R34F,G3/21L35F,G3/20R34G,G3/21L34G
G3/19R11H,G3/20L11H,0,0,G3/20R35F,G3/20R1F,G3/20R35G,G3/21L35G
G3/19R12H,G3/20L12H,0,0,G3/20R37F,G3/20L2F,G3/20R36G,G3/21L36G
G3/19R13H,G3/20L13H,0,0,G3/19R1F,G3/20L3F,G3/19R1G,G3/20L1G
G3/19R14H,G3/20L14H,0,0,G3/19R2F,G3/20L4F,G3/19R2G,G3/20L2G
G3/19R15H,G3/20L15H,0,0,G3/19R3F,G3/20L5F,G3/19R3G,G3/20L3G
G3/19R16H,G3/20L16H,0,0,G3/19R4F,G3/20L6F,G3/19R4G,G3/20L4G
G3/19R17H,G3/20L17H,0,0,G3/19R5F,G3/20L7F,G3/19R5G,G3/20L5G
G3/19R22H,G3/20L22H,G3/19R34H,G3/20L34H,G3/19R6F,G3/20L8F,G3/19R6G,G3/20L6G
G3/19R23H,G3/20L23H,G3/19R35H,G3/20L35H,G3/19R7F,G3/20L9F,G3/19R7G,G3/20L7G
G3/19R24H,G3/20L24H,G3/19R36H,G3/20L36H,G3/19R8F,G3/20L10F,G3/19R8G,G3/20L8G
G3/19R25H,G3/20L25H,G3/19R37H,G3/20L37H,G3/19R9F,G3/20L11F,G3/19R9G,G3/20L9G
G3/19R26H,G3/20L26H,G3/19R38H,G3/20L38H,G3/19R10F,G3/20L12F,G3/19R10G,G3/20L10G
G3/19R27H,G3/20L27H,0,0,G3/19R11F,G3/20L13F,G3/19R11G,G3/20L11G
G3/19R28H,G3/20L28H,0,0,G3/19R12F,G3/20L14F,G3/19R12G,G3/20L12G
G3/19R29H,G3/20L29H,0,0,G3/19R13F,G3/20L15F,G3/19R13G,G3/20L13G
G3/19R30H,G3/20L30H,0,0,G3/19R14F,G3/20L16F,G3/19R14G,G3/20L14G
G3/19R31H,G3/20L31H,0,0,G3/19R15F,G3/20L17F,G3/19R15G,G3/20L15G
G3/19R32H,G3/20L32H,0,0,G3/19R16F,G3/20L18F,G3/19R16G,G3/20L16G
G3/19R33H,G3/20L33H,0,0,G3/19R17F,G3/20L19F,G3/19R17G,G3/20L17G
G3/18R6H,G3/19L6H,G3/18R1H,G3/19L1H,G3/19R18F,G3/20L20F,G3/19R18G,G3/20L18G
G3/18R7H,G3/19L7H,G3/18R2H,G3/19L2H,G3/19R19F,G3/20L21F,G3/19R19G,G3/20L19G
G3/18R8H,G3/19L8H,G3/18R3H,G3/19L3H,G3/19R20F,G3/20L22F,G3/19R20G,G3/20L20G
G3/18R9H,G3/19L9H,G3/18R4H,G3/19L4H,G3/19R21F,G3/20L23F,G3/19R21G,G3/20L21G
G3/18R10H,G3/19L10H,G3/18R5H,G3/19L5H,G3/19R22F,G3/20L24F,G3/19R22G,G3/20L22G
G3/18R11H,G3/19L11H,0,0,G3/19R23F,G3/20L25F,G3/19R23G,G3/20L23G
G3/18R12H,G3/19L12H,0,0,G3/19R24F,G3/20L26F,G3/19R24G,G3/20L24G
G3/18R13H,G3/19L13H,0,0,G3/19R25F,G3/20L27F,G3/19R25G,G3/20L25G
G3/18R14H,G3/19L14H,0,0,G3/19R26F,G3/20L28F,G3/19R26G,G3/20L26G
G3/18R15H,G3/19L15H,0,0,G3/19R27F,G3/20L29F,G3/19R27G,G3/20L27G
G3/18R16H,G3/19L16H,0,0,G3/19R28F,G3/20L30F,G3/19R28G,G3/20L28G
G3/18R17H,G3/19L17H,0,0,G3/19R29F,G3/20L31F,G3/19R29G,G3/20L29G
G3/18R18H,G3/19L18H,0,0,G3/19R30F,G3/20L32F,G3/19R30G,G3/20L30G
G3/18R19H,G3/19L19H,0,0,G3/19R31F,G3/20L33F,G3/19R31G,G3/20L31G
G3/18R24H,G3/19L24H,G3/18R38H,G3/19L38H,G3/19R32F,G3/20L34F,G3/19R32G,G3/20L32G
G3/18R25H,G3/19L25H,G3/18R39H,G3/19L39H,G3/19R33F,G3/20L35F,G3/19R33G,G3/20L33G
G3/18R26H,G3/19L26H,G3/18R40H,G3/19L40H,G3/19R34F,G3/20L36F,G3/19R34G,G3/20L34G
G3/18R27H,G3/19L27H,G3/18R41H,G3/19L41H,G3/19R35F,G3/20L37F,G3/19R35G,G3/20L35G
G3/18R28H,G3/19L28H,G3/18R42H,G3/19L42H,G3/19R36F,G3/20R37F,G3/19R36G,G3/20L36G
G3/18R29H,G3/19L29H,0,0,G3/19R37F,G3/19R1F,G3/19R37G,G3/20L37G
G3/18R30H,G3/19L30H,0,0,G3/19R39F,G3/19L2F,G3/19R38G,G3/20L38G
G3/18R31H,G3/19L31H,0,0,G3/18R1F,G3/19L3F,G3/18R1G,G3/19L1G
G3/18R32H,G3/19L32H,0,0,G3/18R2F,G3/19L4F,G3/18R2G,G3/19L2G
G3/18R33H,G3/19L33H,0,0,G3/18R3F,G3/19L5F,G3/18R3G,G3/19L3G
G3/18R34H,G3/19L34H,0,0,G3/18R4F,G3/19L6F,G3/18R4G,G3/19L4G
G3/18R35H,G3/19L35H,0,0,G3/18R5F,G3/19L7F,G3/18R5G,G3/19L5G
G3/18R36H,G3/19L36H,0,0,G3/18R6F,G3/19L8F,G3/18R6G,G3/19L6G
G3/18R37H,G3/19L37H,0,0,G3/18R7F,G3/19L9F,G3/18R7G,G3/19L7G
G3/17R7H,G3/18L7H,G3/17R1H,G3/18L1H,G3/18R8F,G3/19L10F,G3/18R8G,G3/19L8G
G3/17R8H,G3/18L8H,G3/17R2H,G3/18L2H,G3/18R9F,G3/19L11F,G3/18R9G,G3/19L9G
G3/17R9H,G3/18L9H,G3/17R3H,G3/18L3H,G3/18R10F,G3/19L12F,G3/18R10G,G3/19L10G
G3/17R10H,G3/18L10H,G3/17R4H,G3/18L4H,G3/18R11F,G3/19L13F,G3/18R11G,G3/19L11G
G3/17R11H,G3/18L11H,G3/17R5H,G3/18L5H,G3/18R12F,G3/19L14F,G3/18R12G,G3/19L12G
G3/17R12H,G3/18L12H,G3/17R6H,G3/18L6H,G3/18R13F,G3/19L15F,G3/18R13G,G3/19L13G
G3/17R13H,G3/18L13H,0,0,G3/18R14F,G3/19L16F,G3/18R14G,G3/19L14G
G3/17R14H,G3/18L14H,0,0,G3/18R15F,G3/19L17F,G3/18R15G,G3/19L15G
G3/17R15H,G3/18L15H,0,0,G3/18R16F,G3/19L18F,G3/18R16G,G3/19L16G
G3/17R16H,G3/18L16H,0,0,G3/18R17F,G3/19L19F,G3/18R17G,G3/19L17G
G3/17R17H,G3/18L17H,0,0,G3/18R18F,G3/19L20F,G3/18R18G,G3/19L18G
G3/17R18H,G3/18L18H,0,0,G3/18R19F,G3/19L21F,G3/18R19G,G3/19L19G
G3/17R19H,G3/18L19H,0,0,G3/18R20F,G3/19L22F,G3/18R20G,G3/19L20G
G3/17R20H,G3/18L20H,0,0,G3/18R21F,G3/19L23F,G3/18R21G,G3/19L21G
G3/17R25H,G3/18L25H,G3/17R39H,G3/18L39H,G3/18R22F,G3/19L24F,G3/18R22G,G3/19L22G
G3/17R26H,G3/18L26H,G3/17R40H,G3/18L40H,G3/18R23F,G3/19L25F,G3/18R23G,G3/19L23G
G3/17R27H,G3/18L27H,G3/17R41H,G3/18L41H,G3/18R24F,G3/19L26F,G3/18R24G,G3/19L24G
G3/17R28H,G3/18L28H,G3/17R42H,G3/18L42H,G3/18R25F,G3/19L27F,G3/18R25G,G3/19L25G
G3/17R29H,G3/18L29H,G3/17R43H,G3/18L43H,G3/18R26F,G3/19L28F,G3/18R26G,G3/19L26G
G3/17R30H,G3/18L30H,G3/17R44H,G3/18L44H,G3/18R27F,G3/19L29F,G3/18R27G,G3/19L27G
G3/17R31H,G3/18L31H,0,0,G3/18R28F,G3/19L30F,G3/18R28G,G3/19L28G
G3/17R32H,G3/18L32H,0,0,G3/18R29F,G3/19L31F,G3/18R29G,G3/19L29G
G3/17R33H,G3/18L33H,0,0,G3/18R30F,G3/19L32F,G3/18R30G,G3/19L30G
G3/17R34H,G3/18L34H,0,0,G3/18R31F,G3/19L33F,G3/18R31G,G3/19L31G
G3/17R35H,G3/18L35H,0,0,G3/18R32F,G3/19L34F,G3/18R32G,G3/19L32G
G3/17R36H,G3/18L36H,0,0,G3/18R33F,G3/19L35F,G3/18R33G,G3/19L33G
G3/17R37H,G3/18L37H,0,0,G3/18R34F,G3/19L36F,G3/18R34G,G3/19L34G
G3/17R38H,G3/18L38H,0,0,G3/18R35F,G3/19L37F,G3/18R35G,G3/19L35G
G3/16R7H,G3/17L7H,G3/16R1H,G3/17L1H,G3/18R36F,G3/19L38F,G3/18R36G,G3/19L36G
G3/16R8H,G3/17L8H,G3/16R2H,G3/17L2H,G3/18R37F,G3/19L39F,G3/18R37G,G3/19L37G
G3/16R9H,G3/17L9H,G3/16R3H,G3/17L3H,G3/18R38F,G3/19L40F,G3/18R38G,G3/19L38G
G3/16R10H,G3/17L10H,G3/16R4H,G3/17L4H,G3/18R39F,G3/19L41F,G3/18R39G,G3/19L39G
G3/16R11H,G3/17L11H,G3/16R5H,G3/17L5H,G3/18R40F,G3/19R39F,G3/18R40G,G3/19L40G
G3/16R12H,G3/17L12H,G3/16R6H,G3/17L6H,G3/18R41F,G3/18R1F,G3/18R41G,G3/19L41G
G3/16R13H,G3/17L13H,0,0,G3/18R43F,G3/18L2F,G3/18R42G,G3/19L42G
G3/16R14H,G3/17L14H,0,0,G3/17R1F,G3/18L3F,G3/17R1G,G3/18L1G
G3/16R15H,G3/17L15H,0,0,G3/17R2F,G3/18L4F,G3/17R2G,G3/18L2G
G3/16R16H,G3/17L16H,0,0,G3/17R3F,G3/18L5F,G3/17R3G,G3/18L3G
G3/16R17H,G3/17L17H,0,0,G3/17R4F,G3/18L6F,G3/17R4G,G3/18L4G
G3/16R18H,G3/17L18H,0,0,G3/17R5F,G3/18L7F,G3/17R5G,G3/18L5G
G3/16R19H,G3/17L19H,0,0,G3/17R6F,G3/18L8F,G3/17R6G,G3/18L6G
G3/16R20H,G3/17L20H,0,0,G3/17R7F,G3/18L9F,G3/17R7G,G3/18L7G
G3/16R21H,G3/17L21H,0,0,G3/17R8F,G3/18L10F,G3/17R8G,G3/18L8G
G3/16R22H,G3/17L22H,0,0,G3/17R9F,G3/18L11F,G3/17R9G,G3/18L9G
G3/16R27H,G3/17L27H,G3/16R43H,G3/17L43H,G3/17R10F,G3/18L12F,G3/17R10G,G3/18L10G
G3/16R28H,G3/17L28H,G3/16R44H,G3/17L44H,G3/17R11F,G3/18L13F,G3/17R11G,G3/18L11G
G3/16R29H,G3/17L29H,G3/16R45H,G3/17L45H,G3/17R12F,G3/18L14F,G3/17R12G,G3/18L12G
G3/16R30H,G3/17L30H,G3/16R46H,G3/17L46H,G3/17R13F,G3/18L15F,G3/17R13G,G3/18L13G
G3/16R31H,G3/17L31H,G3/16R47H,G3/17L47H,G3/17R14F,G3/18L16F,G3/17R14G,G3/18L14G
G3/16R32H,G3/17L32H,G3/16R48H,G3/17L48H,G3/17R15F,G3/18L17F,G3/17R15G,G3/18L15G
G3/16R33H,G3/17L33H,0,0,G3/17R16F,G3/18L18F,G3/17R16G,G3/18L16G
G3/16R34H,G3/17L34H,0,0,G3/17R17F,G3/18L19F,G3/17R17G,G3/18L17G
G3/16R35H,G3/17L35H,0,0,G3/17R18F,G3/18L20F,G3/17R18G,G3/18L18G
G3/16R36H,G3/17L36H,0,0,G3/17R19F,G3/18L21F,G3/17R19G,G3/18L19G
G3/16R37H,G3/17L37H,0,0,G3/17R20F,G3/18L22F,G3/17R20G,G3/18L20G
G3/16R38H,G3/17L38H,0,0,G3/17R21F,G3/18L23F,G3/17R21G,G3/18L21G
G3/16R39H,G3/17L39H,0,0,G3/17R22F,G3/18L24F,G3/17R22G,G3/18L22G
G3/16R40H,G3/17L40H,0,0,G3/17R23F,G3/18L25F,G3/17R23G,G3/18L23G
G3/16R41H,G3/17L41H,0,0,G3/17R24F,G3/18L26F,G3/17R24G,G3/18L24G
G3/16R42H,G3/17L42H,0,0,G3/17R25F,G3/18L27F,G3/17R25G,G3/18L25G
G3/15R7H,G3/16L7H,G3/15R1H,G3/16L1H,G3/17R26F,G3/18L28F,G3/17R26G,G3/18L26G
G3/15R8H,G3/16L8H,G3/15R2H,G3/16L2H,G3/17R27F,G3/18L29F,G3/17R27G,G3/18L27G
G3/15R9H,G3/16L9H,G3/15R3H,G3/16L3H,G3/17R28F,G3/18L30F,G3/17R28G,G3/18L28G
G3/15R10H,G3/16L10H,G3/15R4H,G3/16L4H,G3/17R29F,G3/18L31F,G3/17R29G,G3/18L29G
G3/15R11H,G3/16L11H,G3/15R5H,G3/16L5H,G3/17R30F,G3/18L32F,G3/17R30G,G3/18L30G
G3/15R12H,G3/16L12H,G3/15R6H,G3/16L6H,G3/17R31F,G3/18L33F,G3/17R31G,G3/18L31G
G3/15R13H,G3/16L13H,0,0,G3/17R32F,G3/18L34F,G3/17R32G,G3/18L32G
G3/15R14H,G3/16L14H,0,0,G3/17R33F,G3/18L35F,G3/17R33G,G3/18L33G
G3/15R15H,G3/16L15H,0,0,G3/17R34F,G3/18L36F,G3/17R34G,G3/18L34G
G3/15R16H,G3/16L16H,0,0,G3/17R35F,G3/18L37F,G3/17R35G,G3/18L35G
G3/15R17H,G3/16L17H,0,0,G3/17R36F,G3/18L38F,G3/17R36G,G3/18L36G
G3/15R18H,G3/16L18H,0,0,G3/17R37F,G3/18L39F,G3/17R37G,G3/18L37G
G3/15R19H,G3/16L19H,0,0,G3/17R38F,G3/18L40F,G3/17R38G,G3/18L38G
G3/15R20H,G3/16L20H,0,0,G3/17R39F,G3/18L41F,G3/17R39G,G3/18L39G
G3/15R21H,G3/16L21H,0,0,G3/17R40F,G3/18L42F,G3/17R40G,G3/18L40G
G3/15R22H,G3/16L22H,0,0,G3/17R41F,G3/18L43F,G3/17R41G,G3/18L41G
G3/15R23H,G3/16L23H,0,0,G3/17R42F,G3/18R43F,G3/17R42G,G3/18L42G
G3/15R28H,G3/16L28H,G3/15R45H,G3/16L45H,G3/17R43F,G3/17R1F,G3/17R43G,G3/18L43G
G3/15R29H,G3/16L29H,G3/15R46H,G3/16L46H,G3/17R45F,G3/17L2F,G3/17R44G,G3/18L44G
G3/15R30H,G3/16L30H,G3/15R47H,G3/16L47H,G3/16R1F,G3/17L3F,G3/16R1G,G3/17L1G
G3/15R31H,G3/16L31H,G3/15R48H,G3/16L48H,G3/16R2F,G3/17L4F,G3/16R2G,G3/17L2G
G3/15R32H,G3/16L32H,G3/15R49H,G3/16L49H,G3/16R3F,G3/17L5F,G3/16R3G,G3/17L3G
G3/15R33H,G3/16L33H,G3/15R50H,G3/16L50H,G3/16R4F,G3/17L6F,G3/16R4G,G3/17L4G
G3/15R34H,G3/16L34H,0,0,G3/16R5F,G3/17L7F,G3/16R5G,G3/17L5G
G3/15R35H,G3/16L35H,0,0,G3/16R6F,G3/17L8F,G3/16R6G,G3/17L6G
G3/15R36H,G3/16L36H,0,0,G3/16R7F,G3/17L9F,G3/16R7G,G3/17L7G
G3/15R37H,G3/16L37H,0,0,G3/16R8F,G3/17L10F,G3/16R8G,G3/17L8G
G3/15R38H,G3/16L38H,0,0,G3/16R9F,G3/17L11F,G3/16R9G,G3/17L9G
G3/15R39H,G3/16L39H,0,0,G3/16R10F,G3/17L12F,G3/16R10G,G3/17L10G
G3/15R40H,G3/16L40H,0,0,G3/16R11F,G3/17L13F,G3/16R11G,G3/17L11G
G3/15R41H,G3/16L41H,0,0,G3/16R12F,G3/17L14F,G3/16R12G,G3/17L12G
G3/15R42H,G3/16L42H,0,0,G3/16R13F,G3/17L15F,G3/16R13G,G3/17L13G
G3/15R43H,G3/16L43H,0,0,G3/16R14F,G3/17L16F,G3/16R14G,G3/17L14G
G3/15R44H,G3/16L44H,0,0,G3/16R15F,G3/17L17F,G3/16R15G,G3/17L15G
G3/14R7H,G3/15L7H,G3/14R1H,G3/15L1H,G3/16R16F,G3/17L18F,G3/16R16G,G3/17L16G
G3/14R8H,G3/15L8H,G3/14R2H,G3/15L2H,G3/16R17F,G3/17L19F,G3/16R17G,G3/17L17G
G3/14R9H,G3/15L9H,G3/14R3H,G3/15L3H,G3/16R18F,G3/17L20F,G3/16R18G,G3/17L18G
G3/14R10H,G3/15L10H,G3/14R4H,G3/15L4H,G3/16R19F,G3/17L21F,G3/16R19G,G3/17L19G
G3/14R11H,G3/15L11H,G3/14R5H,G3/15L5H,G3/16R20F,G3/17L22F,G3/16R20G,G3/17L20G
G3/14R12H,G3/15L12H,G3/14R6H,G3/15L6H,G3/16R21F,G3/17L23F,G3/16R21G,G3/17L21G
G3/14R13H,G3/15L13H,0,0,G3/16R22F,G3/17L24F,G3/16R22G,G3/17L22G
G3/14R14H,G3/15L14H,0,0,G3/16R23F,G3/17L25F,G3/16R23G,G3/17L23G
G3/14R15H,G3/15L15H,0,0,G3/16R24F,G3/17L26F,G3/16R24G,G3/17L24G
G3/14R16H,G3/15L16H,0,0,G3/16R25F,G3/17L27F,G3/16R25G,G3/17L25G
G3/14R17H,G3/15L17H,0,0,G3/16R26F,G3/17L28F,G3/16R26G,G3/17L26G
G3/14R18H,G3/15L18H,0,0,G3/16R27F,G3/17L29F,G3/16R27G,G3/17L27G
G3/14R19H,G3/15L19H,0,0,G3/16R28F,G3/17L30F,G3/16R28G,G3/17L28G
G3/14R20H,G3/15L20H,0,0,G3/16R29F,G3/17L31F,G3/16R29G,G3/17L29G
G3/14R21H,G3/15L21H,0,0,G3/16R30F,G3/17L32F,G3/16R30G,G3/17L30G
G3/14R22H,G3/15L22H,0,0,G3/16R31F,G3/17L33F,G3/16R31G,G3/17L31G
G3/14R23H,G3/15L23H,0,0,G3/16R32F,G3/17L34F,G3/16R32G,G3/17L32G
G3/14R24H,G3/15L24H,0,0,G3/16R33F,G3/17L35F,G3/16R33G,G3/17L33G
G3/14R25H,G3/15L25H,0,0,G3/16R34F,G3/17L36F,G3/16R34G,G3/17L34G
G3/14R30H,G3/15L30H,G3/14R49H,G3/15L49H,G3/16R35F,G3/17L37F,G3/16R35G,G3/17L35G
G3/14R31H,G3/15L31H,G3/14R50H,G3/15L50H,G3/16R36F,G3/17L38F,G3/16R36G,G3/17L36G
G3/14R32H,G3/15L32H,G3/14R51H,G3/15L51H,G3/16R37F,G3/17L39F,G3/16R37G,G3/17L37G
G3/14R33H,G3/15L33H,G3/14R52H,G3/15L52H,G3/16R38F,G3/17L40F,G3/16R38G,G3/17L38G
G3/14R34H,G3/15L34H,G3/14R53H,G3/15L53H,G3/16R39F,G3/17L41F,G3/16R39G,G3/17L39G
G3/14R35H,G3/15L35H,G3/14R54H,G3/15L54H,G3/16R40F,G3/17L42F,G3/16R40G,G3/17L40G
G3/14R36H,G3/15L36H,0,0,G3/16R41F,G3/17L43F,G3/16R41G,G3/17L41G
G3/14R37H,G3/15L37H,0,0,G3/16R42F,G3/17L44F,G3/16R42G,G3/17L42G
G3/14R38H,G3/15L38H,0,0,G3/16R43F,G3/17L45F,G3/16R43G,G3/17L43G
G3/14R39H,G3/15L39H,0,0,G3/16R44F,G3/17L46F,G3/16R44G,G3/17L44G
G3/14R40H,G3/15L40H,0,0,G3/16R45F,G3/17L47F,G3/16R45G,G3/17L45G
G3/14R41H,G3/15L41H,0,0,G3/16R46F,G3/17R45F,G3/16R46G,G3/17L46G
G3/14R42H,G3/15L42H,0,0,G3/16R47F,G3/16R1F,G3/16R47G,G3/17L47G
G3/14R43H,G3/15L43H,0,0,G3/16R49F,G3/16L2F,G3/16R48G,G3/17L48G
G3/14R44H,G3/15L44H,0,0,G3/15R1F,G3/16L3F,G3/15R1G,G3/16L1G
G3/14R45H,G3/15L45H,0,0,G3/15R2F,G3/16L4F,G3/15R2G,G3/16L2G
G3/14R46H,G3/15L46H,0,0,G3/15R3F,G3/16L5F,G3/15R3G,G3/16L3G
G3/14R47H,G3/15L47H,0,0,G3/15R4F,G3/16L6F,G3/15R4G,G3/16L4G
G3/14R48H,G3/15L48H,0,0,G3/15R5F,G3/16L7F,G3/15R5G,G3/16L5G
G3/13R7H,G3/14L7H,G3/13R1H,G3/14L1H,G3/15R6F,G3/16L8F,G3/15R6G,G3/16L6G
G3/13R8H,G3/14L8H,G3/13R2H,G3/14L2H,G3/15R7F,G3/16L9F,G3/15R7G,G3/16L7G
G3/13R9H,G3/14L9H,G3/13R3H,G3/14L3H,G3/15R8F,G3/16L10F,G3/15R8G,G3/16L8G
G3/13R10H,G3/14L10H,G3/13R4H,G3/14L4H,G3/15R9F,G3/16L11F,G3/15R9G,G3/16L9G
G3/13R11H,G3/14L11H,G3/13R5H,G3/14L5H,G3/15R10F,G3/16L12F,G3/15R10G,G3/16L10G
G3/13R12H,G3/14L12H,G3/13R6H,G3/14L6H,G3/15R11F,G3/16L13F,G3/15R11G,G3/16L11G
G3/13R13H,G3/14L13H,0,0,G3/15R12F,G3/16L14F,G3/15R12G,G3/16L12G
G3/13R14H,G3/14L14H,0,0,G3/15R13F,G3/16L15F,G3/15R13G,G3/16L13G
G3/13R15H,G3/14L15H,0,0,G3/15R14F,G3/16L16F,G3/15R14G,G3/16L14G
G3/13R16H,G3/14L16H,0,0,G3/15R15F,G3/16L17F,G3/15R15G,G3/16L15G
G3/13R17H,G3/14L17H,0,0,G3/15R16F,G3/16L18F,G3/15R16G,G3/16L16G
G3/13R18H,G3/14L18H,0,0,G3/15R17F,G3/16L19F,G3/15R17G,G3/16L17G
G3/13R19H,G3/14L19H,0,0,G3/15R18F,G3/16L20F,G3/15R18G,G3/16L18G
G3/13R20H,G3/14L20H,0,0,G3/15R19F,G3/16L21F,G3/15R19G,G3/16L19G
G3/13R21H,G3/14L21H,0,0,G3/15R20F,G3/16L22F,G3/15R20G,G3/16L20G
G3/13R22H,G3/14L22H,0,0,G3/15R21F,G3/16L23F,G3/15R21G,G3/16L21G
G3/13R23H,G3/14L23H,0,0,G3/15R22F,G3/16L24F,G3/15R22G,G3/16L22G
G3/13R24H,G3/14L24H,0,0,G3/15R23F,G3/16L25F,G3/15R23G,G3/16L23G
G3/13R25H,G3/14L25H,0,0,G3/15R24F,G3/16L26F,G3/15R24G,G3/16L24G
G3/13R26H,G3/14L26H,0,0,G3/15R25F,G3/16L27F,G3/15R25G,G3/16L25G
G3/13R31H,G3/14L31H,G3/13R50H,G3/14L50H,G3/15R26F,G3/16L28F,G3/15R26G,G3/16L26G
G3/13R32H,G3/14L32H,G3/13R51H,G3/14L51H,G3/15R27F,G3/16L29F,G3/15R27G,G3/16L27G
G3/13R33H,G3/14L33H,G3/13R52H,G3/14L52H,G3/15R28F,G3/16L30F,G3/15R28G,G3/16L28G
G3/13R34H,G3/14L34H,G3/13R53H,G3/14L53H,G3/15R29F,G3/16L31F,G3/15R29G,G3/16L29G
G3/13R35H,G3/14L35H,G3/13R54H,G3/14L54H,G3/15R30F,G3/16L32F,G3/15R30G,G3/16L30G
G3/13R36H,G3/14L36H,G3/13R55H,G3/14L55H,G3/15R31F,G3/16L33F,G3/15R31G,G3/16L31G
G3/13R37H,G3/14L37H,G3/13R56H,G3/14L56H,G3/15R32F,G3/16L34F,G3/15R32G,G3/16L32G
G3/13R38H,G3/14L38H,0,0,G3/15R33F,G3/16L35F,G3/15R33G,G3/16L33G
G3/13R39H,G3/14L39H,0,0,G3/15R34F,G3/16L36F,G3/15R34G,G3/16L34G
G3/13R40H,G3/14L40H,0,0,G3/15R35F,G3/16L37F,G3/15R35G,G3/16L35G
G3/13R41H,G3/14L41H,0,0,G3/15R36F,G3/16L38F,G3/15R36G,G3/16L36G
G3/13R42H,G3/14L42H,0,0,G3/15R37F,G3/16L39F,G3/15R37G,G3/16L37G
G3/13R43H,G3/14L43H,0,0,G3/15R38F,G3/16L40F,G3/15R38G,G3/16L38G
