R屋面角铁名称,L屋面角铁名称,R百页角铁名称,L百页角铁名称,R水沟,L水沟,R水沟T铁,L水沟T铁
G2/13R17H,G2/14L17H,0,0,G2/15R46F,G2/16L48F,G2/15R46G,G2/16L46G
G2/13R18H,G2/14L18H,0,0,G2/15R47F,G2/16L49F,G2/15R47G,G2/16L47G
G2/13R19H,G2/14L19H,0,0,G2/15R48F,G2/16L50F,G2/15R48G,G2/16L48G
G2/13R20H,G2/14L20H,0,0,G2/15R49F,G2/16L51F,G2/15R49G,G2/16L49G
G2/13R21H,G2/14L21H,0,0,G2/15R50F,G2/16L52F,G2/15R50G,G2/16L50G
G2/13R22H,G2/14L22H,0,0,G2/15R51F,G2/16L53F,G2/15R51G,G2/16L51G
G2/13R23H,G2/14L23H,0,0,G2/15R52F,G2/16L54F,G2/15R52G,G2/16L52G
G2/13R24H,G2/14L24H,0,0,G2/15R53F,G2/16L55F,G2/15R53G,G2/16L53G
G2/13R25H,G2/14L25H,0,0,G2/15R54F,G2/16R55F,G2/15R54G,G2/16L54G
G2/13R26H,G2/14L26H,0,0,G2/15R55F,G2/15R1F,G2/15R55G,G2/16L55G
G2/13R27H,G2/14L27H,0,0,G2/15R57F,G2/15L2F,G2/15R56G,G2/16L56G
G2/13R28H,G2/14L28H,0,0,G2/14R1F,G2/15L3F,G2/14R1G,G2/15L1G
G2/13R33H,G2/14L33H,G2/13R55H,G2/14L55H,G2/14R2F,G2/15L4F,G2/14R2G,G2/15L2G
G2/13R34H,G2/14L34H,G2/13R56H,G2/14L56H,G2/14R3F,G2/15L5F,G2/14R3G,G2/15L3G
G2/13R35H,G2/14L35H,G2/13R57H,G2/14L57H,G2/14R4F,G2/15L6F,G2/14R4G,G2/15L4G
G2/13R36H,G2/14L36H,G2/13R58H,G2/14L58H,G2/14R5F,G2/15L7F,G2/14R5G,G2/15L5G
G2/13R37H,G2/14L37H,G2/13R59H,G2/14L59H,G2/14R6F,G2/15L8F,G2/14R6G,G2/15L6G
G2/13R38H,G2/14L38H,0,0,G2/14R7F,G2/15L9F,G2/14R7G,G2/15L7G
G2/13R39H,G2/14L39H,0,0,G2/14R8F,G2/15L10F,G2/14R8G,G2/15L8G
G2/13R40H,G2/14L40H,0,0,G2/14R9F,G2/15L11F,G2/14R9G,G2/15L9G
G2/13R41H,G2/14L41H,0,0,G2/14R10F,G2/15L12F,G2/14R10G,G2/15L10G
G2/13R42H,G2/14L42H,0,0,G2/14R11F,G2/15L13F,G2/14R11G,G2/15L11G
G2/13R43H,G2/14L43H,0,0,G2/14R12F,G2/15L14F,G2/14R12G,G2/15L12G
G2/13R44H,G2/14L44H,0,0,G2/14R13F,G2/15L15F,G2/14R13G,G2/15L13G
G2/13R45H,G2/14L45H,0,0,G2/14R14F,G2/15L16F,G2/14R14G,G2/15L14G
G2/13R46H,G2/14L46H,0,0,G2/14R15F,G2/15L17F,G2/14R15G,G2/15L15G
G2/13R47H,G2/14L47H,0,0,G2/14R16F,G2/15L18F,G2/14R16G,G2/15L16G
G2/13R48H,G2/14L48H,0,0,G2/14R17F,G2/15L19F,G2/14R17G,G2/15L17G
G2/13R49H,G2/14L49H,0,0,G2/14R18F,G2/15L20F,G2/14R18G,G2/15L18G
G2/13R50H,G2/14L50H,0,0,G2/14R19F,G2/15L21F,G2/14R19G,G2/15L19G
G2/13R51H,G2/14L51H,0,0,G2/14R20F,G2/15L22F,G2/14R20G,G2/15L20G
G2/13R52H,G2/14L52H,0,0,G2/14R21F,G2/15L23F,G2/14R21G,G2/15L21G
G2/13R53H,G2/14L53H,0,0,G2/14R22F,G2/15L24F,G2/14R22G,G2/15L22G
G2/13R54H,G2/14L54H,0,0,G2/14R23F,G2/15L25F,G2/14R23G,G2/15L23G
G2/12R6H,G2/13L6H,G2/12R1H,G2/13L1H,G2/14R24F,G2/15L26F,G2/14R24G,G2/15L24G
G2/12R7H,G2/13L7H,G2/12R2H,G2/13L2H,G2/14R25F,G2/15L27F,G2/14R25G,G2/15L25G
G2/12R8H,G2/13L8H,G2/12R3H,G2/13L3H,G2/14R26F,G2/15L28F,G2/14R26G,G2/15L26G
G2/12R9H,G2/13L9H,G2/12R4H,G2/13L4H,G2/14R27F,G2/15L29F,G2/14R27G,G2/15L27G
G2/12R10H,G2/13L10H,G2/12R5H,G2/13L5H,G2/14R28F,G2/15L30F,G2/14R28G,G2/15L28G
G2/12R11H,G2/13L11H,0,0,G2/14R29F,G2/15L31F,G2/14R29G,G2/15L29G
G2/12R12H,G2/13L12H,0,0,G2/14R30F,G2/15L32F,G2/14R30G,G2/15L30G
G2/12R13H,G2/13L13H,0,0,G2/14R31F,G2/15L33F,G2/14R31G,G2/15L31G
G2/12R14H,G2/13L14H,0,0,G2/14R32F,G2/15L34F,G2/14R32G,G2/15L32G
G2/12R15H,G2/13L15H,0,0,G2/14R33F,G2/15L35F,G2/14R33G,G2/15L33G
G2/12R16H,G2/13L16H,0,0,G2/14R34F,G2/15L36F,G2/14R34G,G2/15L34G
G2/12R17H,G2/13L17H,0,0,G2/14R35F,G2/15L37F,G2/14R35G,G2/15L35G
G2/12R18H,G2/13L18H,0,0,G2/14R36F,G2/15L38F,G2/14R36G,G2/15L36G
G2/12R19H,G2/13L19H,0,0,G2/14R37F,G2/15L39F,G2/14R37G,G2/15L37G
G2/12R20H,G2/13L20H,0,0,G2/14R38F,G2/15L40F,G2/14R38G,G2/15L38G
G2/12R21H,G2/13L21H,0,0,G2/14R39F,G2/15L41F,G2/14R39G,G2/15L39G
G2/12R22H,G2/13L22H,0,0,G2/14R40F,G2/15L42F,G2/14R40G,G2/15L40G
G2/12R23H,G2/13L23H,0,0,G2/14R41F,G2/15L43F,G2/14R41G,G2/15L41G
G2/12R24H,G2/13L24H,0,0,G2/14R42F,G2/15L44F,G2/14R42G,G2/15L42G
G2/12R25H,G2/13L25H,0,0,G2/14R43F,G2/15L45F,G2/14R43G,G2/15L43G
G2/12R26H,G2/13L26H,0,0,G2/14R44F,G2/15L46F,G2/14R44G,G2/15L44G
G2/12R27H,G2/13L27H,0,0,G2/14R45F,G2/15L47F,G2/14R45G,G2/15L45G
G2/12R28H,G2/13L28H,0,0,G2/14R46F,G2/15L48F,G2/14R46G,G2/15L46G
G2/12R33H,G2/13L33H,G2/12R56H,G2/13L56H,G2/14R47F,G2/15L49F,G2/14R47G,G2/15L47G
G2/12R34H,G2/13L34H,G2/12R57H,G2/13L57H,G2/14R48F,G2/15L50F,G2/14R48G,G2/15L48G
G2/12R35H,G2/13L35H,G2/12R58H,G2/13L58H,G2/14R49F,G2/15L51F,G2/14R49G,G2/15L49G
G2/12R36H,G2/13L36H,G2/12R59H,G2/13L59H,G2/14R50F,G2/15L52F,G2/14R50G,G2/15L50G
G2/12R37H,G2/13L37H,G2/12R60H,G2/13L60H,G2/14R51F,G2/15L53F,G2/14R51G,G2/15L51G
G2/12R38H,G2/13L38H,0,0,G2/14R52F,G2/15L54F,G2/14R52G,G2/15L52G
G2/12R39H,G2/13L39H,0,0,G2/14R53F,G2/15L55F,G2/14R53G,G2/15L53G
G2/12R40H,G2/13L40H,0,0,G2/14R54F,G2/15L56F,G2/14R54G,G2/15L54G
G2/12R41H,G2/13L41H,0,0,G2/14R55F,G2/15L57F,G2/14R55G,G2/15L55G
G2/12R42H,G2/13L42H,0,0,G2/14R56F,G2/15R57F,G2/14R56G,G2/15L56G
G2/12R43H,G2/13L43H,0,0,G2/14R57F,G2/14R1F,G2/14R57G,G2/15L57G
G2/12R44H,G2/13L44H,0,0,G2/14R59F,G2/14L2F,G2/14R58G,G2/15L58G
G2/12R45H,G2/13L45H,0,0,G2/13R1F,G2/14L3F,G2/13R1G,G2/14L1G
G2/12R46H,G2/13L46H,0,0,G2/13R2F,G2/14L4F,G2/13R2G,G2/14L2G
G2/12R47H,G2/13L47H,0,0,G2/13R3F,G2/14L5F,G2/13R3G,G2/14L3G
G2/12R48H,G2/13L48H,0,0,G2/13R4F,G2/14L6F,G2/13R4G,G2/14L4G
G2/12R49H,G2/13L49H,0,0,G2/13R5F,G2/14L7F,G2/13R5G,G2/14L5G
G2/12R50H,G2/13L50H,0,0,G2/13R6F,G2/14L8F,G2/13R6G,G2/14L6G
G2/12R51H,G2/13L51H,0,0,G2/13R7F,G2/14L9F,G2/13R7G,G2/14L7G
G2/12R52H,G2/13L52H,0,0,G2/13R8F,G2/14L10F,G2/13R8G,G2/14L8G
G2/12R53H,G2/13L53H,0,0,G2/13R9F,G2/14L11F,G2/13R9G,G2/14L9G
G2/12R54H,G2/13L54H,0,0,G2/13R10F,G2/14L12F,G2/13R10G,G2/14L10G
G2/12R55H,G2/13L55H,0,0,G2/13R11F,G2/14L13F,G2/13R11G,G2/14L11G
G2/11R6H,G2/12L6H,G2/11R1H,G2/12L1H,G2/13R12F,G2/14L14F,G2/13R12G,G2/14L12G
G2/11R7H,G2/12L7H,G2/11R2H,G2/12L2H,G2/13R13F,G2/14L15F,G2/13R13G,G2/14L13G
G2/11R8H,G2/12L8H,G2/11R3H,G2/12L3H,G2/13R14F,G2/14L16F,G2/13R14G,G2/14L14G
G2/11R9H,G2/12L9H,G2/11R4H,G2/12L4H,G2/13R15F,G2/14L17F,G2/13R15G,G2/14L15G
G2/11R10H,G2/12L10H,G2/11R5H,G2/12L5H,G2/13R16F,G2/14L18F,G2/13R16G,G2/14L16G
G2/11R11H,G2/12L11H,0,0,G2/13R17F,G2/14L19F,G2/13R17G,G2/14L17G
G2/11R12H,G2/12L12H,0,0,G2/13R18F,G2/14L20F,G2/13R18G,G2/14L18G
G2/11R13H,G2/12L13H,0,0,G2/13R19F,G2/14L21F,G2/13R19G,G2/14L19G
G2/11R14H,G2/12L14H,0,0,G2/13R20F,G2/14L22F,G2/13R20G,G2/14L20G
G2/11R15H,G2/12L15H,0,0,G2/13R21F,G2/14L23F,G2/13R21G,G2/14L21G
G2/11R16H,G2/12L16H,0,0,G2/13R22F,G2/14L24F,G2/13R22G,G2/14L22G
G2/11R17H,G2/12L17H,0,0,G2/13R23F,G2/14L25F,G2/13R23G,G2/14L23G
G2/11R18H,G2/12L18H,0,0,G2/13R24F,G2/14L26F,G2/13R24G,G2/14L24G
G2/11R19H,G2/12L19H,0,0,G2/13R25F,G2/14L27F,G2/13R25G,G2/14L25G
G2/11R20H,G2/12L20H,0,0,G2/13R26F,G2/14L28F,G2/13R26G,G2/14L26G
G2/11R21H,G2/12L21H,0,0,G2/13R27F,G2/14L29F,G2/13R27G,G2/14L27G
G2/11R22H,G2/12L22H,0,0,G2/13R28F,G2/14L30F,G2/13R28G,G2/14L28G
G2/11R23H,G2/12L23H,0,0,G2/13R29F,G2/14L31F,G2/13R29G,G2/14L29G
G2/11R24H,G2/12L24H,0,0,G2/13R30F,G2/14L32F,G2/13R30G,G2/14L30G
G2/11R25H,G2/12L25H,0,0,G2/13R31F,G2/14L33F,G2/13R31G,G2/14L31G
G2/11R26H,G2/12L26H,0,0,G2/13R32F,G2/14L34F,G2/13R32G,G2/14L32G
G2/11R27H,G2/12L27H,0,0,G2/13R33F,G2/14L35F,G2/13R33G,G2/14L33G
G2/11R28H,G2/12L28H,0,0,G2/13R34F,G2/14L36F,G2/13R34G,G2/14L34G
G2/11R29H,G2/12L29H,0,0,G2/13R35F,G2/14L37F,G2/13R35G,G2/14L35G
G2/11R34H,G2/12L34H,G2/11R58H,G2/12L58H,G2/13R36F,G2/14L38F,G2/13R36G,G2/14L36G
G2/11R35H,G2/12L35H,G2/11R59H,G2/12L59H,G2/13R37F,G2/14L39F,G2/13R37G,G2/14L37G
G2/11R36H,G2/12L36H,G2/11R60H,G2/12L60H,G2/13R38F,G2/14L40F,G2/13R38G,G2/14L38G
G2/11R37H,G2/12L37H,G2/11R61H,G2/12L61H,G2/13R39F,G2/14L41F,G2/13R39G,G2/14L39G
G2/11R38H,G2/12L38H,G2/11R62H,G2/12L62H,G2/13R40F,G2/14L42F,G2/13R40G,G2/14L40G
G2/11R39H,G2/12L39H,0,0,G2/13R41F,G2/14L43F,G2/13R41G,G2/14L41G
G2/11R40H,G2/12L40H,0,0,G2/13R42F,G2/14L44F,G2/13R42G,G2/14L42G
G2/11R41H,G2/12L41H,0,0,G2/13R43F,G2/14L45F,G2/13R43G,G2/14L43G
G2/11R42H,G2/12L42H,0,0,G2/13R44F,G2/14L46F,G2/13R44G,G2/14L44G
G2/11R43H,G2/12L43H,0,0,G2/13R45F,G2/14L47F,G2/13R45G,G2/14L45G
G2/11R44H,G2/12L44H,0,0,G2/13R46F,G2/14L48F,G2/13R46G,G2/14L46G
G2/11R45H,G2/12L45H,0,0,G2/13R47F,G2/14L49F,G2/13R47G,G2/14L47G
G2/11R46H,G2/12L46H,0,0,G2/13R48F,G2/14L50F,G2/13R48G,G2/14L48G
G2/11R47H,G2/12L47H,0,0,G2/13R49F,G2/14L51F,G2/13R49G,G2/14L49G
G2/11R48H,G2/12L48H,0,0,G2/13R50F,G2/14L52F,G2/13R50G,G2/14L50G
G2/11R49H,G2/12L49H,0,0,G2/13R51F,G2/14L53F,G2/13R51G,G2/14L51G
G2/11R50H,G2/12L50H,0,0,G2/13R52F,G2/14L54F,G2/13R52G,G2/14L52G
G2/11R51H,G2/12L51H,0,0,G2/13R53F,G2/14L55F,G2/13R53G,G2/14L53G
G2/11R52H,G2/12L52H,0,0,G2/13R54F,G2/14L56F,G2/13R54G,G2/14L54G
G2/11R53H,G2/12L53H,0,0,G2/13R55F,G2/14L57F,G2/13R55G,G2/14L55G
G2/11R54H,G2/12L54H,0,0,G2/13R56F,G2/14L58F,G2/13R56G,G2/14L56G
G2/11R55H,G2/12L55H,0,0,G2/13R57F,G2/14R59F,G2/13R57G,G2/14L57G
G2/11R56H,G2/12L56H,0,0,G2/13R58F,G2/13R1F,G2/13R58G,G2/14L58G
G2/11R57H,G2/12L57H,0,0,G2/13R60F,G2/13L2F,G2/13R59G,G2/14L59G
G2/9R6H,G2/11L6H,G2/9R1H,G2/11L1H,G2/12R1F,G2/13L3F,G2/12R1G,G2/13L1G
G2/9R7H,G2/11L7H,G2/9R2H,G2/11L2H,G2/12R2F,G2/13L4F,G2/12R2G,G2/13L2G
G2/9R8H,G2/11L8H,G2/9R3H,G2/11L3H,G2/12R3F,G2/13L5F,G2/12R3G,G2/13L3G
G2/9R9H,G2/11L9H,G2/9R4H,G2/11L4H,G2/12R4F,G2/13L6F,G2/12R4G,G2/13L4G
G2/9R10H,G2/11L10H,G2/9R5H,G2/11L5H,G2/12R5F,G2/13L7F,G2/12R5G,G2/13L5G
G2/9R11H,G2/11L11H,0,0,G2/12R6F,G2/13L8F,G2/12R6G,G2/13L6G
G2/9R12H,G2/11L12H,0,0,G2/12R7F,G2/13L9F,G2/12R7G,G2/13L7G
G2/9R13H,G2/11L13H,0,0,G2/12R8F,G2/13L10F,G2/12R8G,G2/13L8G
G2/9R14H,G2/11L14H,0,0,G2/12R9F,G2/13L11F,G2/12R9G,G2/13L9G
G2/9R15H,G2/11L15H,0,0,G2/12R10F,G2/13L12F,G2/12R10G,G2/13L10G
G2/9R16H,G2/11L16H,0,0,G2/12R11F,G2/13L13F,G2/12R11G,G2/13L11G
G2/9R17H,G2/11L17H,0,0,G2/12R12F,G2/13L14F,G2/12R12G,G2/13L12G
G2/9R18H,G2/11L18H,0,0,G2/12R13F,G2/13L15F,G2/12R13G,G2/13L13G
G2/9R19H,G2/11L19H,0,0,G2/12R14F,G2/13L16F,G2/12R14G,G2/13L14G
G2/9R20H,G2/11L20H,0,0,G2/12R15F,G2/13L17F,G2/12R15G,G2/13L15G
G2/9R21H,G2/11L21H,0,0,G2/12R16F,G2/13L18F,G2/12R16G,G2/13L16G
G2/9R22H,G2/11L22H,0,0,G2/12R17F,G2/13L19F,G2/12R17G,G2/13L17G
G2/9R23H,G2/11L23H,0,0,G2/12R18F,G2/13L20F,G2/12R18G,G2/13L18G
G2/9R24H,G2/11L24H,0,0,G2/12R19F,G2/13L21F,G2/12R19G,G2/13L19G
G2/9R25H,G2/11L25H,0,0,G2/12R20F,G2/13L22F,G2/12R20G,G2/13L20G
G2/9R26H,G2/11L26H,0,0,G2/12R21F,G2/13L23F,G2/12R21G,G2/13L21G
G2/9R27H,G2/11L27H,0,0,G2/12R22F,G2/13L24F,G2/12R22G,G2/13L22G
G2/9R28H,G2/11L28H,0,0,G2/12R23F,G2/13L25F,G2/12R23G,G2/13L23G
G2/9R29H,G2/11L29H,0,0,G2/12R24F,G2/13L26F,G2/12R24G,G2/13L24G
G2/9R30H,G2/11L30H,0,0,G2/12R25F,G2/13L27F,G2/12R25G,G2/13L25G
G2/9R35H,G2/11L35H,G2/9R60H,G2/11L60H,G2/12R26F,G2/13L28F,G2/12R26G,G2/13L26G
G2/9R36H,G2/11L36H,G2/9R61H,G2/11L61H,G2/12R27F,G2/13L29F,G2/12R27G,G2/13L27G
G2/9R37H,G2/11L37H,G2/9R62H,G2/11L62H,G2/12R28F,G2/13L30F,G2/12R28G,G2/13L28G
G2/9R38H,G2/11L38H,G2/9R63H,G2/11L63H,G2/12R29F,G2/13L31F,G2/12R29G,G2/13L29G
G2/9R39H,G2/11L39H,G2/9R64H,G2/11L64H,G2/12R30F,G2/13L32F,G2/12R30G,G2/13L30G
G2/9R40H,G2/11L40H,0,0,G2/12R31F,G2/13L33F,G2/12R31G,G2/13L31G
G2/9R41H,G2/11L41H,0,0,G2/12R32F,G2/13L34F,G2/12R32G,G2/13L32G
G2/9R42H,G2/11L42H,0,0,G2/12R33F,G2/13L35F,G2/12R33G,G2/13L33G
G2/9R43H,G2/11L43H,0,0,G2/12R34F,G2/13L36F,G2/12R34G,G2/13L34G
G2/9R44H,G2/11L44H,0,0,G2/12R35F,G2/13L37F,G2/12R35G,G2/13L35G
G2/9R45H,G2/11L45H,0,0,G2/12R36F,G2/13L38F,G2/12R36G,G2/13L36G
G2/9R46H,G2/11L46H,0,0,G2/12R37F,G2/13L39F,G2/12R37G,G2/13L37G
G2/9R47H,G2/11L47H,0,0,G2/12R38F,G2/13L40F,G2/12R38G,G2/13L38G
G2/9R48H,G2/11L48H,0,0,G2/12R39F,G2/13L41F,G2/12R39G,G2/13L39G
G2/9R49H,G2/11L49H,0,0,G2/12R40F,G2/13L42F,G2/12R40G,G2/13L40G
G2/9R50H,G2/11L50H,0,0,G2/12R41F,G2/13L43F,G2/12R41G,G2/13L41G
G2/9R51H,G2/11L51H,0,0,G2/12R42F,G2/13L44F,G2/12R42G,G2/13L42G
G2/9R52H,G2/11L52H,0,0,G2/12R43F,G2/13L45F,G2/12R43G,G2/13L43G
G2/9R53H,G2/11L53H,0,0,G2/12R44F,G2/13L46F,G2/12R44G,G2/13L44G
G2/9R54H,G2/11L54H,0,0,G2/12R45F,G2/13L47F,G2/12R45G,G2/13L45G
G2/9R55H,G2/11L55H,0,0,G2/12R46F,G2/13L48F,G2/12R46G,G2/13L46G
G2/9R56H,G2/11L56H,0,0,G2/12R47F,G2/13L49F,G2/12R47G,G2/13L47G
G2/9R57H,G2/11L57H,0,0,G2/12R48F,G2/13L50F,G2/12R48G,G2/13L48G
G2/9R58H,G2/11L58H,0,0,G2/12R49F,G2/13L51F,G2/12R49G,G2/13L49G
G2/9R59H,G2/11L59H,0,0,G2/12R50F,G2/13L52F,G2/12R50G,G2/13L50G
G2/7R6H,G2/9L6H,G2/7R1H,G2/9L1H,G2/12R51F,G2/13L53F,G2/12R51G,G2/13L51G
G2/7R7H,G2/9L7H,G2/7R2H,G2/9L2H,G2/12R52F,G2/13L54F,G2/12R52G,G2/13L52G
G2/7R8H,G2/9L8H,G2/7R3H,G2/9L3H,G2/12R53F,G2/13L55F,G2/12R53G,G2/13L53G
G2/7R9H,G2/9L9H,G2/7R4H,G2/9L4H,G2/12R54F,G2/13L56F,G2/12R54G,G2/13L54G
G2/7R10H,G2/9L10H,G2/7R5H,G2/9L5H,G2/12R55F,G2/13L57F,G2/12R55G,G2/13L55G
G2/7R11H,G2/9L11H,0,0,G2/12R56F,G2/13L58F,G2/12R56G,G2/13L56G
G2/7R12H,G2/9L12H,0,0,G2/12R57F,G2/13L59F,G2/12R57G,G2/13L57G
G2/7R13H,G2/9L13H,0,0,G2/12R58F,G2/13R60F,G2/12R58G,G2/13L58G
G2/7R14H,G2/9L14H,0,0,G2/12R59F,G2/12R1F,G2/12R59G,G2/13L59G
G2/7R15H,G2/9L15H,0,0,G2/12R61F,G2/12L2F,G2/12R60G,G2/13L60G
G2/7R16H,G2/9L16H,0,0,G2/11R1F,G2/12L3F,G2/11R1G,G2/12L1G
G2/7R17H,G2/9L17H,0,0,G2/11R2F,G2/12L4F,G2/11R2G,G2/12L2G
G2/7R18H,G2/9L18H,0,0,G2/11R3F,G2/12L5F,G2/11R3G,G2/12L3G
G2/7R19H,G2/9L19H,0,0,G2/11R4F,G2/12L6F,G2/11R4G,G2/12L4G
G2/7R20H,G2/9L20H,0,0,G2/11R5F,G2/12L7F,G2/11R5G,G2/12L5G
G2/7R21H,G2/9L21H,0,0,G2/11R6F,G2/12L8F,G2/11R6G,G2/12L6G
G2/7R22H,G2/9L22H,0,0,G2/11R7F,G2/12L9F,G2/11R7G,G2/12L7G
G2/7R23H,G2/9L23H,0,0,G2/11R8F,G2/12L10F,G2/11R8G,G2/12L8G
G2/7R24H,G2/9L24H,0,0,G2/11R9F,G2/12L11F,G2/11R9G,G2/12L9G
G2/7R25H,G2/9L25H,0,0,G2/11R10F,G2/12L12F,G2/11R10G,G2/12L10G
G2/7R26H,G2/9L26H,0,0,G2/11R11F,G2/12L13F,G2/11R11G,G2/12L11G
G2/7R27H,G2/9L27H,0,0,G2/11R12F,G2/12L14F,G2/11R12G,G2/12L12G
G2/7R28H,G2/9L28H,0,0,G2/11R13F,G2/12L15F,G2/11R13G,G2/12L13G
G2/7R29H,G2/9L29H,0,0,G2/11R14F,G2/12L16F,G2/11R14G,G2/12L14G
G2/7R30H,G2/9L30H,0,0,G2/11R15F,G2/12L17F,G2/11R15G,G2/12L15G
G2/7R31H,G2/9L31H,0,0,G2/11R16F,G2/12L18F,G2/11R16G,G2/12L16G
G2/7R36H,G2/9L36H,G2/7R62H,G2/9L62H,G2/11R17F,G2/12L19F,G2/11R17G,G2/12L17G
G2/7R37H,G2/9L37H,G2/7R63H,G2/9L63H,G2/11R18F,G2/12L20F,G2/11R18G,G2/12L18G
G2/7R38H,G2/9L38H,G2/7R64H,G2/9L64H,G2/11R19F,G2/12L21F,G2/11R19G,G2/12L19G
G2/7R39H,G2/9L39H,G2/7R65H,G2/9L65H,G2/11R20F,G2/12L22F,G2/11R20G,G2/12L20G
G2/7R40H,G2/9L40H,G2/7R66H,G2/9L66H,G2/11R21F,G2/12L23F,G2/11R21G,G2/12L21G
G2/7R41H,G2/9L41H,0,0,G2/11R22F,G2/12L24F,G2/11R22G,G2/12L22G
G2/7R42H,G2/9L42H,0,0,G2/11R23F,G2/12L25F,G2/11R23G,G2/12L23G
G2/7R43H,G2/9L43H,0,0,G2/11R24F,G2/12L26F,G2/11R24G,G2/12L24G
G2/7R44H,G2/9L44H,0,0,G2/11R25F,G2/12L27F,G2/11R25G,G2/12L25G
G2/7R45H,G2/9L45H,0,0,G2/11R26F,G2/12L28F,G2/11R26G,G2/12L26G
G2/7R46H,G2/9L46H,0,0,G2/11R27F,G2/12L29F,G2/11R27G,G2/12L27G
G2/7R47H,G2/9L47H,0,0,G2/11R28F,G2/12L30F,G2/11R28G,G2/12L28G
G2/7R48H,G2/9L48H,0,0,G2/11R29F,G2/12L31F,G2/11R29G,G2/12L29G
G2/7R49H,G2/9L49H,0,0,G2/11R30F,G2/12L32F,G2/11R30G,G2/12L30G
G2/7R50H,G2/9L50H,0,0,G2/11R31F,G2/12L33F,G2/11R31G,G2/12L31G
G2/7R51H,G2/9L51H,0,0,G2/11R32F,G2/12L34F,G2/11R32G,G2/12L32G
G2/7R52H,G2/9L52H,0,0,G2/11R33F,G2/12L35F,G2/11R33G,G2/12L33G
G2/7R53H,G2/9L53H,0,0,G2/11R34F,G2/12L36F,G2/11R34G,G2/12L34G
G2/7R54H,G2/9L54H,0,0,G2/11R35F,G2/12L37F,G2/11R35G,G2/12L35G
G2/7R55H,G2/9L55H,0,0,G2/11R36F,G2/12L38F,G2/11R36G,G2/12L36G
G2/7R56H,G2/9L56H,0,0,G2/11R37F,G2/12L39F,G2/11R37G,G2/12L37G
G2/7R57H,G2/9L57H,0,0,G2/11R38F,G2/12L40F,G2/11R38G,G2/12L38G
G2/7R58H,G2/9L58H,0,0,G2/11R39F,G2/12L41F,G2/11R39G,G2/12L39G
G2/7R59H,G2/9L59H,0,0,G2/11R40F,G2/12L42F,G2/11R40G,G2/12L40G
G2/7R60H,G2/9L60H,0,0,G2/11R41F,G2/12L43F,G2/11R41G,G2/12L41G
G2/7R61H,G2/9L61H,0,0,G2/11R42F,G2/12L44F,G2/11R42G,G2/12L42G
G2/6R6H,G2/7L6H,G2/6R1H,G2/7L1H,G2/11R43F,G2/12L45F,G2/11R43G,G2/12L43G
G2/6R7H,G2/7L7H,G2/6R2H,G2/7L2H,G2/11R44F,G2/12L46F,G2/11R44G,G2/12L44G
G2/6R8H,G2/7L8H,G2/6R3H,G2/7L3H,G2/11R45F,G2/12L47F,G2/11R45G,G2/12L45G
G2/6R9H,G2/7L9H,G2/6R4H,G2/7L4H,G2/11R46F,G2/12L48F,G2/11R46G,G2/12L46G
G2/6R10H,G2/7L10H,G2/6R5H,G2/7L5H,G2/11R47F,G2/12L49F,G2/11R47G,G2/12L47G
G2/6R11H,G2/7L11H,0,0,G2/11R48F,G2/12L50F,G2/11R48G,G2/12L48G
G2/6R12H,G2/7L12H,0,0,G2/11R49F,G2/12L51F,G2/11R49G,G2/12L49G
G2/6R13H,G2/7L13H,0,0,G2/11R50F,G2/12L52F,G2/11R50G,G2/12L50G
G2/6R14H,G2/7L14H,0,0,G2/11R51F,G2/12L53F,G2/11R51G,G2/12L51G
G2/6R15H,G2/7L15H,0,0,G2/11R52F,G2/12L54F,G2/11R52G,G2/12L52G
G2/6R16H,G2/7L16H,0,0,G2/11R53F,G2/12L55F,G2/11R53G,G2/12L53G
G2/6R17H,G2/7L17H,0,0,G2/11R54F,G2/12L56F,G2/11R54G,G2/12L54G
G2/6R18H,G2/7L18H,0,0,G2/11R55F,G2/12L57F,G2/11R55G,G2/12L55G
G2/6R19H,G2/7L19H,0,0,G2/11R56F,G2/12L58F,G2/11R56G,G2/12L56G
G2/6R20H,G2/7L20H,0,0,G2/11R57F,G2/12L59F,G2/11R57G,G2/12L57G
G2/6R21H,G2/7L21H,0,0,G2/11R58F,G2/12L60F,G2/11R58G,G2/12L58G
G2/6R22H,G2/7L22H,0,0,G2/11R59F,G2/12L61F,G2/11R59G,G2/12L59G
G2/6R23H,G2/7L23H,0,0,G2/11R60F,G2/12R61F,G2/11R60G,G2/12L60G
G2/6R24H,G2/7L24H,0,0,G2/11R61F,G2/11R1F,G2/11R61G,G2/12L61G
G2/6R25H,G2/7L25H,0,0,G2/11R63F,G2/11L2F,G2/11R62G,G2/12L62G
G2/6R26H,G2/7L26H,0,0,G2/9R1F,G2/11L3F,G2/9R1G,G2/11L1G
G2/6R27H,G2/7L27H,0,0,G2/9R2F,G2/11L4F,G2/9R2G,G2/11L2G
G2/6R28H,G2/7L28H,0,0,G2/9R3F,G2/11L5F,G2/9R3G,G2/11L3G
G2/6R29H,G2/7L29H,0,0,G2/9R4F,G2/11L6F,G2/9R4G,G2/11L4G
G2/6R30H,G2/7L30H,0,0,G2/9R5F,G2/11L7F,G2/9R5G,G2/11L5G
G2/6R31H,G2/7L31H,0,0,G2/9R6F,G2/11L8F,G2/9R6G,G2/11L6G
